feature,importance
cat__dientich_38 m,0.0
cat__dientich_39 m,0.0
cat__dientich_40 m,0.0
cat__dientich_40.4 m,0.0
cat__dientich_41.4 m,0.0
cat__dientich_42 m,0.0
cat__dientich_43 m,0.0
cat__dientich_46 m,0.0
cat__dientich_198 m,0.0
cat__tieude_Phòng đầy đủ nội thất gần Lê Văn Việt khu CNC,0.0
cat__dientich_21 m,0.0
cat__dientich_22 m,0.0
cat__dientich_230 m,0.0
cat__tieude_Can Ho Cao Cap gan NTD PHU THO co DAY DU NOI THAT va BANCONG Binh Thoi Quan 11,0.0
cat__tieude_Can Ho Cua So Lon - Full Noi That Moi - Gan Bitexco - Cau Khanh Hoi - Pho Di bo Nguyen Hue,0.0
cat__tieude_Can Ho Dich Vu Cao Cap Thoang Mat Noi That Hien Dai Moi Xay Thuan Tien Di Chuyen Cac Khu Vuc,0.0
cat__tieude_Can Ho Gan Cau Thu Thiem May Giat Rieng Studio 30m2 Cua so troi Gan Landmark 81 Bason Hang Xanh,0.0
cat__tieude_Can Ho Gia Re Full NT - May Giat Rieng Ngay Nga Tu An Suong - CVPM - Cau Tham Luong,0.0
cat__tieude_Can Ho Gia Re Full Noi That Cua So Bu Thoang Ngay Nga Tu Go May,0.0
cat__tieude_Can Ho Mini - 1 PHONG NGU voi DAY DU TIEN NGHI o duong TRUONG CHINH,0.0
cat__tieude_Can Ho Mini - Studio - Gac Cao - Full Noi That - Ngay To Ky - Cong Vien Phan Mem Quang Trung,0.0
cat__tieude_CAN HO FULL NOI THAT NGAY TO HIEN THANH QUAN 10 - CAM KET Y HINH,0.0
cat__tieude_Can Ho Mini Gia Re Dang 1PN Tach Bep Ban Cong Rieng Gan Dai Hoc Van Hien,0.0
cat__tieude_Can Ho Mini Gia Re Khu Ten Lua Aeon Mall Binh Tan Giap Q6,0.0
cat__property_type_clean_Phòng trọ,0.0
cat__property_type_clean_Shophouse,0.0
cat__property_type_clean_Studio,0.0
cat__dientich_33 m,0.0
cat__dientich_34 m,0.0
cat__dientich_46.9 m,0.0
cat__dientich_47 m,0.0
cat__tieude_Chung cư 8X Plus Trường Chinh Q12,0.0
cat__dientich_49 m,0.0
cat__dientich_51.6 m,0.0
cat__dientich_53 m,0.0
cat__dientich_54 m,0.0
cat__dientich_55 m,0.0
cat__dientich_59 m,0.0
cat__dientich_62 m,0.0
cat__dientich_63 m,0.0
cat__dientich_65.8 m,0.0
cat__dientich_300 m,0.0
cat__dientich_31 m,0.0
cat__dientich_32 m,0.0
cat__tieude_Can Ho Cao Cap Day Du Tien Nghi Ban Cong May Giat Rieng Ngay To Ky CVPM Quan 12,0.0
cat__tieude_CAN HO STUDIO NGAY CONG VIEN LANG HOA LE VAN THO P11 GO VAP,0.0
cat__dientich_66 m,0.0
cat__dientich_67 m,0.0
cat__dientich_68 m,0.0
cat__dientich_69 m,0.0
cat__dientich_70 m,0.0
cat__dientich_71 m,0.0
cat__dientich_73 m,0.0
cat__dientich_74 m,0.0
cat__dientich_75 m,0.0
cat__dientich_76 m,0.0
cat__dientich_77 m,0.0
cat__tieude_Chung cư An Dương Vương P8 Q5,0.0
cat__dientich_79 m,0.0
cat__dientich_8 m,0.0
cat__tieude_Chung cư An Dương Vương Q5,0.0
cat__vitri_Quan 11,0.0
cat__dientich_84 m,0.0
cat__dientich_9 m,0.0
cat__tieude_CAN HO MINI FULL NOI THAT CMT8 – QUAN 10,0.0
cat__tieude_CAN HO MINI FULL NT DON ANH SANG TU NHIEN GAN PHU MY HUNG QUAN 7,0.0
cat__tieude_CAN HO MINI NGAY BIG C TRUONG CHINH - LE TRONG TAN,0.0
cat__tieude_CAN HO MINI PHU NHUAN – FULL NOI THAT – CHI 6TR – DON VAO O NGAY,0.0
cat__tieude_CAN HO MINI SAT BEN AEON TAN PHU,0.0
cat__tieude_CAN HO MINI SIEU DEP - NGAY TRUONG SA QUAN 3 - CUA SO THOANG RONG,0.0
cat__tieude_CAN HO MINI STUDIO – FULL NOI THAT – GAN KHU VUC TRUNG TAM Q10 Q1 Q3,0.0
cat__tieude_CAN HO MOI XAY 1PN NGUYEN VAN TROI FULL NOI THAT BAN CONG GAN NGA TU PHU NHUAN,0.0
cat__tieude_CAN HO MOI XAY 30m2 FULL NOI THAT TAI TRUONG DINH NGAY CONG VIEN TAO DAN,0.0
cat__tieude_CAN HO MOI XAY THOANG MAT GAN NHA THO BA CHUONG,0.0
cat__tieude_CAN HO NEW 100% FULL NOI THAT - SIEU DEP TAI QUAN 3 - T4,0.0
cat__tieude_CAN HO RONG DEP BAN CONG THOANG MAT 30M2 – NGAY TRAN MINH QUYEN QUAN 10 – GIA CHI 5TR5,0.0
cat__tieude_CAN HO STUDIO - CMT8 QUAN 10 - GAN TRUNG TAM FULL NOI THAT,0.0
cat__vitri_Quận 1,0.0
cat__tieude_CAN HO CAO CAP 30M2 – BAN CONG RIENG + TACH BEP – NGAY LE VAN SY TAN BINH – GIA CHI 7tr,0.0
cat__tieude_CAN HO DECOR HIEN DAI_XINH XAN NGAY D1-HANG XANH,0.0
cat__tieude_CAN HO DUPLEX TAI TRUNG TAM VIP TIEN ICH - NGUYEN DINH CHIEU QUAN 3,0.0
cat__tieude_CAN HO DUPLEX THIET KE HIEN DAI FULL NOI THAT NGAY LE DUC THO_GO VAP,0.0
cat__tieude_CAN HO FULL NOI THAT BAN CONG THOANG NGAY TRUNG TAM QUAN 1 GAN CHO BEN THANH,0.0
cat__tieude_CAN HO FULL NOI THAT CAO CAP - NGAY LE VAN SY QUAN 3 - KHONG GIAN SANG TRONG - GIA 6TR5,0.0
cat__tieude_CAN HO STUDIO RONG FULL NOI THAT GAN LANDMARK NGA TU HANG XANH,0.0
cat__tieude_CAN HO TACH BEP NEW TAI TRUNG TAM QUAN 3 LY CHINH THANG T3,0.0
cat__dientich_90 m,0.0
cat__dientich_94 m,0.0
cat__dientich_97 m,0.0
cat__vitri_Cần Giờ,0.0
cat__vitri_Go Vap,0.0
cat__vitri_Nhà Bè,0.0
cat__vitri_Phu Nhuan,0.0
cat__tieude_CAN HO MINI 1 PN TACH BEP BAN CONG RIENG FULL NOI THAT MOI XAY NGAY KHUONG VIET,0.0
cat__tieude_Cho thue can ho mini NEW 100% BANCONG/ CUA SO THOANG gia chi tu 5tr ngay Luy Ban Bich tai Tan Phu,0.0
cat__tieude_CAN HO MINI CAO CAP GIAM SAU DAU NAM MOI,0.0
cat__tieude_CAN HO MINI CO BAN CONG 35m2 NOI THAT DAY DU THOANG MAT RONG RAI,0.0
cat__vitri_Quận 4,0.0
cat__vitri_Quận 6,0.0
cat__vitri_Tan Binh,0.0
cat__vitri_Thủ Đức,0.0
cat__vitri_Tân Phú,0.0
cat__phanloai_CanHo1PN,0.0
cat__tieude_Cho thue can ho mini balcony gia re ngay cho Ben Thanh - Bui Vien,0.0
cat__vitri_Quan 2,0.0
cat__vitri_Quan 3,0.0
cat__vitri_Quan 4,0.0
cat__vitri_Quan 5,0.0
cat__tieude_Cho thue can ho mini dai han - ngan han thue ngay Quan 11,0.0
cat__tieude_CAN HO FULL NOI THAT NGAY AU CO - KHUONG VIET SAT BEN QUAN 11,0.0
cat__tieude_Cho thue can ho moi xay gan CV Dam Sen Nuoc - Co may giat rieng,0.0
cat__tieude_Cho thue Can ho ngay duong 3/2 day du Noi That moi co 2 Ban Cong mat tien rieng,0.0
cat__tieude_Cho thue Studio Homestay moi xay 29/12F Doan Thi Diem sat Quan 1,0.0
cat__tieude_Cho thue Studio ban cong full noi that Ton That Thuyet Q4,0.0
cat__tieude_1PN Tach bep sieu rong thoang mat gan Cho Lac Quang cau Tham Luong nga tu An Suong,0.0
cat__tieude_1PN thang máy Hai Bà Trưng gần chợ Tân Định,0.0
cat__tieude_1PN xin xo – o la ghien ngay Tan Binh giap cv Hoang Van Thu cho Pham Van Hai,0.0
cat__standardized_location_Tân Bình,0.0
cat__property_type_clean_Căn hộ 1PN,0.0
cat__property_type_clean_Căn hộ 2PN,0.0
cat__property_type_clean_Căn hộ chung cư,0.0
cat__property_type_clean_Căn hộ mini,0.0
cat__property_type_clean_Duplex,0.0
cat__property_type_clean_Nhà nguyên căn,0.0
cat__standardized_location_Quận 9,0.0
cat__property_type_clean_Penthouse,0.0
cat__tieude_CAN HO MINI - 25m2 - CMT8 Q10 - GAN TRUNG TAM,0.0
cat__area_group_Lớn (>50m²),0.0
cat__area_group_Nhỏ (<25m²),0.0
cat__tieude_CHO THUE CAN HO STUDIO FULL NOI THAT tai PHU NHUAN,0.0
cat__tieude_CHO THUE CAN STUDIO - FULL NOI THAT - KHU VUC TAN BINH,0.0
cat__tieude_CHO THUE CAN STUDIO FULL NOI THAT BACH DANG – GAN SAN BAY – GIO GIAC TU DO,0.0
cat__tieude_CHO THUE CAN STUDIO – BAN CONG THOANG – YEN THE TAN BINH,0.0
cat__tieude_CHO THUE CHDV - KHU TRUNG SON - GIAP QUAN 7,0.0
cat__tieude_CHO THUE CHDV 1PN FULL NT BANCONG NGAY TRUNG TAM Q7 GAN DH TDT RMIT SUNRISE CITY CAU KENH TE,0.0
cat__tieude_CHO THUE CHMN CUA SO LON – KHU SAN BAY TAN BINH,0.0
cat__tieude_CHO THUE SHOPHOUSE EHOME 3 – VI TRI DAC DIA KINH DOANH SAM UAT,0.0
cat__tieude_CHO THUE STUDIO DU NOI THAT VA TIEN NGHI - GIA SALE MUA TET,0.0
cat__tieude_CON 1 CHMN BAN CONG TAN BINH - AEON TAN PHU - GAN SAN BAY,0.0
cat__phanloai_CanHo2PN,0.0
cat__tieude_CAN HO 1PN 45m2 CHO THUE chi 5.4tr/thang - Q2,0.0
