tieude,dientich,giavnd,vitri,phanloai,sophong,area_m2,price_vnd,standardized_location,property_type_clean,price_per_m2,price_group,area_group,has_studio,has_balcony,has_mezzanine,has_furniture,has_new,has_window,has_elevator
Cho thue can ho mini Tran Xuan Soan Quan 7 Gan Nguyen Huu Tho Lotte Mart Q7 Gan Dai hoc RMIT Dai hoc,45 m,12000000,Quan 7,CanHoMini,1,45.0,12000000.0,Quận 7,Căn hộ mini,266666.6666666667,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Studio Full noi that 1PN - Duong so 79 Tan Quy - Cach Lotte 500m - Thuan tien di chuyen qua q4,30 m,6000000,Quan 7,CanHo1PN,1,30.0,6000000.0,Quận 7,Căn hộ 1PN,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
CAN HO MINI FULL NT DON ANH SANG TU NHIEN GAN PHU MY HUNG QUAN 7,40 m,5500000,Quan 7,CanHoMini,1,40.0,5500000.0,Quận 7,Căn hộ mini,137500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho thue can ho mini 35m2 quan 7 gan Lotte Cau Kenh Te Cau Tan Thuan Tay thuan tien qua Q1 Q4,35 m,5200000,Quan 7,CanHoMini,1,35.0,5200000.0,Quận 7,Căn hộ mini,148571.42857142858,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho thue can ho 1PN quan 7 bancong lon gan Lotte Mart thuan tien qua cac quan trung tam Q1 Q4,45 m,12000000,Quan 7,CanHo1PN,1,45.0,12000000.0,Quận 7,Căn hộ 1PN,266666.6666666667,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho Thue Phong Duplex dt 35m2 Full noi that view dep Mai Van Vinh Quan 7 cach Lotte mart 500m,35 m,6500000,Quan 7,Duplex,1,35.0,6500000.0,Quận 7,Duplex,185714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phong Studio Full noi that ban cong thoang gan LOTTE MART - UFM - TDT - KDC Him Lam Quan 7 sat Q4 Q8,45 m,6000000,Quan 7,Studio,1,45.0,6000000.0,Quận 7,Studio,133333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,True,False,True,False,False,False
CHDV Ban Cong Thoang Full noi that - Duong so 85 Tan Quy q7 - KDC An Ninh yen tinh - LOTTE MART 5p,35 m,6000000,Quan 7,CanHoMini,1,35.0,6000000.0,Quận 7,Căn hộ mini,171428.57142857142,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Can ho mini Duong Tam Danh P4 Q8,25 m,5000000,Quan 8,CanHoMini,1,25.0,5000000.0,Quận 8,Căn hộ mini,200000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Cho thue chmn full noi that Quan 8,25 m,3500000,Quan 8,CanHoMini,1,25.0,3500000.0,Quận 8,Căn hộ mini,140000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Cho Thue Can Ho Cao Cap 1PN Tach Bep + San Vuon Rieng - Day du noi that cao cap,35 m,4200000,Quan 8,CanHo1PN,1,35.0,4200000.0,Quận 8,Căn hộ 1PN,120000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Can ho cao cap gan nha tho Nam Hai - Parcmall Q8,28 m,6900000,Quan 8,CanHoMini,1,28.0,6900000.0,Quận 8,Căn hộ mini,246428.57142857142,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
CHO THUE CAN HO FULL NOI THAT – CUA SO RONG THOANG MAT,25 m,8500000,Quan 8,CanHoMini,1,25.0,8500000.0,Quận 8,Căn hộ mini,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,True,False
CHO THUE CAN HO STUDIO FULL NOI THAT CUA SO LON THOANG MAT QUAN 8 GAN CAU NGUYEN VAN CU,25 m,8500000,Quan 8,Studio,1,25.0,8500000.0,Quận 8,Studio,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,True,False,True,False
Cho thue can ho moi sat Quan 1 ngay cau Nguyen Van Cu - Full noi that - BanCong,40 m,8500000,Quan 8,CanHoMini,1,40.0,8500000.0,Quận 8,Căn hộ mini,212500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Can ho tach bep san thuong gan Satra Pham Hung,35 m,5500000,Quan 8,CanHoMini,1,35.0,5500000.0,Quận 8,Căn hộ mini,157142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can ho mini sat chan cau Nguyen Van Cu P1 Q8 gio tu do du tien nghi an ninh 24/7 4 ban 4 xe,35 m,5800000,Quan 8,CanHoMini,1,35.0,5800000.0,Quận 8,Căn hộ mini,165714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can ho Pham Hung/Parc Mall Quan 8 40m2 full noi that 5.9 trieu/thang,40 m,5900000,Quan 8,CanHoMini,1,40.0,5900000.0,Quận 8,Căn hộ mini,147500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CAN HO MINI CAO CAP GIAM SAU DAU NAM MOI,25 m,4900000,Quan 8,CanHoMini,1,25.0,4900000.0,Quận 8,Căn hộ mini,196000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Cuc pham can ho studio ngay cau Nguyen Van Cu Q8 di chuyen giua cac Q4 Q5 Q1 200m la den,30 m,7200000,Quan 8,Studio,1,30.0,7200000.0,Quận 8,Studio,240000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,False,False
KHAI TRUONG STUDIO Full noi that Cao Cap ngay cau Nguyen Van Cu,35 m,7000000,Quan 8,Studio,1,35.0,7000000.0,Quận 8,Studio,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,True,False,False
Can ho studio full noi that Q8 dang trong cho thue ngay,35 m,4800000,Quan 8,Studio,1,35.0,4800000.0,Quận 8,Studio,137142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
Khu dan cu Bong Sao Q8 ban cong may giat rieng full noi that gan ben xe cau Nguyen Phuong,35 m,5000000,Quan 8,CanHoMini,1,35.0,5000000.0,Quận 8,Căn hộ mini,142857.14285714287,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Cho thue can ho 2PN Quan 8 - Full noi that,60 m,9000000,Quan 8,CanHo2PN,2,60.0,9000000.0,Quận 8,Căn hộ 2PN,150000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,True,False,False,False
Cho thue can ho tien nghi duong Pham Hung noi dai ban cong full noi that,30 m,5600000,Quan 8,CanHoMini,1,30.0,5600000.0,Quận 8,Căn hộ mini,186666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
STUDIO moi 100% ngay chan cau Nguyen Van Cu gan vong xoay Trung Son,40 m,8000000,Quan 8,Studio,1,40.0,8000000.0,Quận 8,Studio,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,False,False
Can Ho Studio Xa Bep Co Ban Cong - Sieu Thoang Mat Tien Nghi,25 m,8500000,Quan 8,Studio,1,25.0,8500000.0,Quận 8,Studio,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,True,False,False,False,False,False
PHONG TRO MOI KHAI TRUONG – GAN CAU NGUYEN VAN CU QUAN 8,40 m,7000000,Quan 8,PhongTro,1,40.0,7000000.0,Quận 8,Phòng trọ,175000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
NGAY NGA 4 THU DUC LE VAN VIET Phong full noi that rong rai an ninh,22 m,3800000,Thu Duc,PhongTro,1,22.0,3800000.0,Thủ Đức,Phòng trọ,172727.27272727274,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Ngay UTC2 chua den 1km phong full noi that co thang may di chuyen,17 m,3400000,Thu Duc,PhongTro,1,17.0,3400000.0,Thủ Đức,Phòng trọ,200000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,True
Khai truong Studio + Duplex ban cong gan Dai hoc FPT Lang Dai hoc Hoang Huu Nam Le Van Viet,30 m,3800000,Thu Duc,Studio,1,30.0,3800000.0,Thủ Đức,Studio,126666.66666666667,Thấp (<4 triệu),Vừa (25-50m²),True,True,False,False,True,False,False
Cho Thue Can Ho Mini full Noi That - Lien Phuong Q9 - Gia 3tr6 Co Ban Cong view Binh Minh sieu dep,25 m,4200000,Thu Duc,CanHoMini,1,25.0,4200000.0,Thủ Đức,Căn hộ mini,168000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,True,False,True,False,False,False
Can ho moi xay day du noi that ngay mat tien Xa Lo Ha Noi nga 4 Thu Duc view cuc dinh,20 m,4500000,Thu Duc,CanHoMini,1,20.0,4500000.0,Thủ Đức,Căn hộ mini,225000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,True,False,False
CAN HO CAO CAP - DAY DU TIEN NGHI - BAN CONG,33 m,5500000,Thu Duc,CanHoMini,1,33.0,5500000.0,Thủ Đức,Căn hộ mini,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Can Ho Mini ngay khu cong nghe cao - FPT software - Samsung gia Cuc re phong chat luong moi 100%,30 m,4000000,Thu Duc,CanHoMini,1,30.0,4000000.0,Thủ Đức,Căn hộ mini,133333.33333333334,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho thue can ho dich vu mini noi that nhu hinh 2 PN 2 WC view song mat me,50 m,4500000,Thu Duc,CanHo2PN,2,50.0,4500000.0,Thủ Đức,Căn hộ 2PN,90000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Cho thue can Ho mini full noi that chi 4tr3 25m2 phong,25 m,4300000,Thu Duc,CanHoMini,1,25.0,4300000.0,Thủ Đức,Căn hộ mini,172000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Cho Thue Phong Full Noi That Thu Duc,25 m,4500000,Thu Duc,PhongTro,1,25.0,4500000.0,Thủ Đức,Phòng trọ,180000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Khai Truong Can Ho Cao Cap Moi Tai Nga Tu RMK,22 m,4500000,Thu Duc,CanHoMini,1,22.0,4500000.0,Thủ Đức,Căn hộ mini,204545.45454545456,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,True,False,False
Cho thue duplex ban cong sang gan Vincom Le Van Viet Citigym nga 4 Thu Duc Xa lo Ha Noi,28 m,4500000,Thu Duc,Duplex,1,28.0,4500000.0,Thủ Đức,Duplex,160714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
1 CAN HO MINI FULL NOI THAT TAI TRUNG TAM QUAN 9 - LE VAN VIET - LA XUAN OAI - KHU CONG NGHE CAO - NGA,40 m,4100000,Thu Duc,CanHoMini,1,40.0,4100000.0,Thủ Đức,Căn hộ mini,102500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Cho Thue can ho mini MT duong Nam Hoa,40 m,5500000,Thu Duc,CanHoMini,1,40.0,5500000.0,Thủ Đức,Căn hộ mini,137500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
PHONG TRO MOI TINH NGAY LE VAN VIET - TANG NHON PHU A - FULL NOI THAT,30 m,4800000,Thu Duc,PhongTro,1,30.0,4800000.0,Thủ Đức,Phòng trọ,160000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Cho thue CH ban cong ngay vong xoay Phu Huu sat chung cu Khang Dien,30 m,4200000,Thu Duc,CanHoMini,1,30.0,4200000.0,Thủ Đức,Căn hộ mini,140000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
CAN HO 2 phong ngu full noi that co ban cong lon ngay vong xoay Phu Huu gan Q2 va Q9,50 m,7500000,Thu Duc,CanHo2PN,2,50.0,7500000.0,Thủ Đức,Căn hộ 2PN,150000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Cho Thue can ho mini MT duong Nam Hoa,35 m,5500000,Thu Duc,CanHoMini,1,35.0,5500000.0,Thủ Đức,Căn hộ mini,157142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Trong san 1P Studio Full noi that day du tien nghi gan tuyen La Xuan Oai,30 m,4300000,Thu Duc,Studio,1,30.0,4300000.0,Thủ Đức,Studio,143333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
CHO THUE CAN HO DICH VU KHU VUC QUAN 9,25 m,4500000,Thu Duc,CanHoMini,1,25.0,4500000.0,Thủ Đức,Căn hộ mini,180000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Can Ho STUDIO Xin hien dai Full NT ngay To Hien Thanh Quan 10,25 m,6300000,Quan 10,Studio,1,25.0,6300000.0,Quận 10,Studio,252000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,False,False,False,False
NGAT NGAY CON GA TAY VOI DANG PHONG STUDIO FULL NOI THAT GIA CHI TU 6XXX,28 m,6300000,Quan 10,Studio,1,28.0,6300000.0,Quận 10,Studio,225000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
Cho Thue Can Ho Full Noi That Ngay Vong Xoay Dan Chu Huong Ra Q1 Q3 Q4 Q5,27 m,8500000,Quan 10,CanHoMini,1,27.0,8500000.0,Quận 10,Căn hộ mini,314814.81481481483,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CON TRONG CAN MINI FULL NOI THAT Y HINH NGAY BA THANG HAI QUAN 10,25 m,5700000,Quan 10,CanHoMini,1,25.0,5700000.0,Quận 10,Căn hộ mini,228000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Cho Thue can ho mini cho nuoi pet - gan Van Hanh Mall Quan 10,25 m,5800000,Quan 10,CanHoMini,1,25.0,5800000.0,Quận 10,Căn hộ mini,232000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
CHO THUE CAN HO MINI 1PN FULL NOI THAT – CMT8 QUAN 10 - GAN TOA NHA VIETTEL,25 m,9000000,Quan 10,CanHo1PN,1,25.0,9000000.0,Quận 10,Căn hộ 1PN,360000.0,Cao (>8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
CAN HO MINI FULL NOI THAT CMT8 – QUAN 10,30 m,8000000,Quan 10,CanHoMini,1,30.0,8000000.0,Quận 10,Căn hộ mini,266666.6666666667,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Can ho mini Studio CMT8 Quan 10 Gan Ga Sai Gon Vong xoay Dan Chu mat 3-5 Phut di chuyen cac quan,25 m,7500000,Quan 10,Studio,1,25.0,7500000.0,Quận 10,Studio,300000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,False,False,False,False
Cho Thue Can Ho Studio Gan Van Hanh Mall Tren Duong Cach Mang Thang 8 Quan 10,25 m,7400000,Quan 10,Studio,1,25.0,7400000.0,Quận 10,Studio,296000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,False,False,False,False
CAN HO STUDIO - CMT8 QUAN 10 - GAN TRUNG TAM FULL NOI THAT,20 m,8500000,Quan 10,Studio,1,20.0,8500000.0,Quận 10,Studio,425000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,True,False,False,False
CAN HO MINI - 25m2 - CMT8 Q10 - GAN TRUNG TAM,23 m,8500000,Quan 10,CanHoMini,1,23.0,8500000.0,Quận 10,Căn hộ mini,369565.2173913043,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
CAN HO RONG DEP BAN CONG THOANG MAT 30M2 – NGAY TRAN MINH QUYEN QUAN 10 – GIA CHI 5TR5,30 m,5500000,Quan 10,CanHoMini,1,30.0,5500000.0,Quận 10,Căn hộ mini,183333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Cho thue can ho mini full noi that khu vuc trung tam tp,25 m,8500000,Quan 10,CanHoMini,1,25.0,8500000.0,Quận 10,Căn hộ mini,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
CAN HO MINI STUDIO – FULL NOI THAT – GAN KHU VUC TRUNG TAM Q10 Q1 Q3,25 m,8500000,Quan 10,Studio,1,25.0,8500000.0,Quận 10,Studio,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,True,False,False,False
CAN HO FULL NOI THAT NGAY TO HIEN THANH QUAN 10 - CAM KET Y HINH,28 m,7100000,Quan 10,CanHoMini,1,28.0,7100000.0,Quận 10,Căn hộ mini,253571.42857142858,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phong full noi that co ban cong - don vao o lien,30 m,6500000,Quan 10,PhongTro,1,30.0,6500000.0,Quận 10,Phòng trọ,216666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Can ho mini co gac - gieng troi sieu thoang mat CMT8 Q10 - Vao la o ngay,30 m,8000000,Quan 10,CanHoMini,1,30.0,8000000.0,Quận 10,Căn hộ mini,266666.6666666667,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho thue phong tro co gac - Nguyen Ngoc Loc Quan 10 - Gan Y Duoc,30 m,6000000,Quan 10,PhongTro,1,30.0,6000000.0,Quận 10,Phòng trọ,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Cho thue can ho chung cu mini 2PN Quan 10 gan Toa nha Viettel,50 m,10000000,Quan 10,CanHo2PN,2,50.0,10000000.0,Quận 10,Căn hộ 2PN,200000.0,Cao (>8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can ho Ban cong lon - Full noi that May giat rieng ngay cau Vong Xoay Dan Chu Nha Hat Hoa Binh Q10,40 m,6500000,Quan 10,CanHoMini,1,40.0,6500000.0,Quận 10,Căn hộ mini,162500.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
STUDIO FULL NOI THAT - KHU VUC AN NINH TOA NHA DEP NGAY GAN VONG XOAY LE DAI HANH,30 m,5000000,Quan 11,Studio,1,30.0,5000000.0,Quận 11,Studio,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
Khai Truong CHDV Moi Xay Full Noi that Ban Cong Cua so troi ngay Khuong Viet,25 m,5500000,Quan 11,CanHoMini,1,25.0,5500000.0,Quận 11,Căn hộ mini,220000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,True,False,True,True,True,False
TRONG SAN STUDIO FULL NOI THAT CO BALCON RONG RAI THOANG MAT NGAY MAT TIEN LY THUONG KIET,31 m,6500000,Quan 11,Studio,1,31.0,6500000.0,Quận 11,Studio,209677.4193548387,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
CAN HO TACH BEP - BAN CONG RIENG GIA RE NGAY AU CO - LAC LONG QUAN,30 m,4700000,Quan 11,CanHoMini,1,30.0,4700000.0,Quận 11,Căn hộ mini,156666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Cho Thue Phong Gia Tot Dep Full Noi That Cua So Thoang bancony Ngay Binh Thoi Q11,35 m,5500000,Quan 11,PhongTro,1,35.0,5500000.0,Quận 11,Phòng trọ,157142.85714285713,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,True,False
KHAI TRUONG CHDV FULL NOI THAT MOI 100% NGAY MAT TIEN DUONG THAI PHIEN GIAO BINH THOI,30 m,4400000,Quan 11,CanHoMini,1,30.0,4400000.0,Quận 11,Căn hộ mini,146666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,True,False,False
Can Ho Cao Cap gan NTD PHU THO co DAY DU NOI THAT va BANCONG Binh Thoi Quan 11,28 m,5000000,Quan 11,CanHoMini,1,28.0,5000000.0,Quận 11,Căn hộ mini,178571.42857142858,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
CHO THUE CAN HO MINI GIA RE Q11 FULL NOI THAT CAO CAP MAY GIAT RIENG,25 m,5000000,Quan 11,CanHoMini,1,25.0,5000000.0,Quận 11,Căn hộ mini,200000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Can ho Mini Full noi that May giat rieng tai Dam Sen Luy Ban Bich tien di Quan 11,30 m,4500000,Quan 11,CanHoMini,1,30.0,4500000.0,Quận 11,Căn hộ mini,150000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Cho thue can ho 30m2 duplex co ban cong full noi that an ninh tien nghi gia sieu uu dai cho HSSV,30 m,4600000,Quan 11,Duplex,1,30.0,4600000.0,Quận 11,Duplex,153333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Cho thue can ho mini dai han - ngan han thue ngay Quan 11,17 m,6000000,Quan 11,CanHoMini,1,17.0,6000000.0,Quận 11,Căn hộ mini,352941.17647058825,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Cho thue Can ho ngay duong 3/2 day du Noi That moi co 2 Ban Cong mat tien rieng,48 m,6000000,Quan 11,CanHoMini,1,48.0,6000000.0,Quận 11,Căn hộ mini,125000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Can ho mini full noi that Tien ich xung quanh,25 m,4300000,Quan 11,CanHoMini,1,25.0,4300000.0,Quận 11,Căn hộ mini,172000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Can ho moi xay Full noi that moi 100%,20 m,6000000,Quan 11,CanHoMini,1,20.0,6000000.0,Quận 11,Căn hộ mini,300000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,True,False,False
CHDV Moi Full Noi That Gan CV Dam Sen,30 m,5000000,Quan 11,CanHoMini,1,30.0,5000000.0,Quận 11,Căn hộ mini,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Chinh chu_Phong noi that sat ben Truong dua Phu Tho Toa nha Flemington Q11,18 m,4200000,Quan 11,PhongTro,1,18.0,4200000.0,Quận 11,Phòng trọ,233333.33333333334,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Khai truong CH may giat rieng moi 100% gan Dam Sen nga tu 4 xa,30 m,4200000,Quan 11,CanHoMini,1,30.0,4200000.0,Quận 11,Căn hộ mini,140000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
Cho thue can ho moi xay gan CV Dam Sen Nuoc - Co may giat rieng,28 m,4500000,Quan 11,Duplex,1,28.0,4500000.0,Quận 11,Duplex,160714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,True,False,False
Khai Truong Phong Moi Full Noi That,30 m,5000000,Quan 11,PhongTro,1,30.0,5000000.0,Quận 11,Phòng trọ,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,True,False,False
Cho thue can ho Duplex gan vong xoay Le Dai Hanh,25 m,4500000,Quan 11,Duplex,1,25.0,4500000.0,Quận 11,Duplex,180000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
PHONG MOI DEP – GAC RONG – SAN TRUOC THOANG – O NGAY,35 m,3400000,Quan 12,PhongTro,1,35.0,3400000.0,Quận 12,Phòng trọ,97142.85714285714,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
CHINH CHU STUDIO CUA SO DAY DU NOI THAT GIU PHONG DAU THANG 10,35 m,5100000,Quan 12,Studio,1,35.0,5100000.0,Quận 12,Studio,145714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,True,False
Can ho DV Khu Tanimex - 215 To Ky - Gan DH Huflit FPT PM Quang Trung Cho Nga Ba Bau,20 m,3500000,Quan 12,Studio,1,20.0,3500000.0,Quận 12,Studio,175000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Cho Thue Can Ho 2PN Quan 12 Ngay Cau Tham Luong Truong Chinh,70 m,6000000,Quan 12,CanHo2PN,2,70.0,6000000.0,Quận 12,Căn hộ 2PN,85714.28571428571,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Can Ho Mini - 1 PHONG NGU voi DAY DU TIEN NGHI o duong TRUONG CHINH,30 m,5200000,Quan 12,CanHo1PN,1,30.0,5200000.0,Quận 12,Căn hộ 1PN,173333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
SUITE 1 PHONG NGU FULL NOI THAT TIEN NGHI CO BAN CONG THOANG MAT,70 m,5500000,Quan 12,CanHo1PN,1,70.0,5500000.0,Quận 12,Căn hộ 1PN,78571.42857142857,Trung bình (4-8.5 triệu),Lớn (>50m²),False,True,False,True,False,False,False
Can ho duplex day du noi that ngay ben xe An Suong va cong vien phan mem co day du tien nghi,40 m,5400000,Quan 12,Duplex,1,40.0,5400000.0,Quận 12,Duplex,135000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
NGAN/DAI HAN DEU DUOC CHO THUE PHONG DEP VIEW 10 DIEM_CONG VIEN 65HA AN SUONG P THT Q12,45 m,5000000,Quan 12,PhongTro,1,45.0,5000000.0,Quận 12,Phòng trọ,111111.11111111111,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Can ho full noi that co the o 4-5 nguoi ngay To Ky CVPM,30 m,5000000,Quan 12,CanHoMini,1,30.0,5000000.0,Quận 12,Căn hộ mini,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Can Ho Cao Cap Day Du Tien Nghi Ban Cong May Giat Rieng Ngay To Ky CVPM Quan 12,30 m,5400000,Quan 12,CanHoMini,1,30.0,5400000.0,Quận 12,Căn hộ mini,180000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Moi khai truong ngay Truong Chinh CHDV full noi that,20 m,3800000,Quan 12,Studio,1,20.0,3800000.0,Quận 12,Studio,190000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,True,False,False
Khai Truong Can Ho Gia Re Full NT - Smart TiVi Ngay Nga Tu An Suong - CVPM Quang Trung,25 m,3700000,Quan 12,CanHoMini,1,25.0,3700000.0,Quận 12,Căn hộ mini,148000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,True,False,False
Can Ho Mini - Studio - Gac Cao - Full Noi That - Ngay To Ky - Cong Vien Phan Mem Quang Trung,28 m,3000000,Quan 12,Studio,1,28.0,3000000.0,Quận 12,Studio,107142.85714285714,Thấp (<4 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
