tieude,dientich,giavnd,vitri,phanloai,sophong,area_m2,price_vnd,standardized_location,property_type_clean,price_per_m2,price_group,area_group,has_studio,has_balcony,has_mezzanine,has_furniture,has_new,has_window,has_elevator
Căn hộ City Gate nhà trống,73 m,9000000,Quận 8,CanHoChungCu,1,73.0,9000000.0,Quận 8,Căn hộ chung cư,123287.67123287672,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ Diamond Riverside 3PN,92 m,9000000,Quận 8,CanHoChungCu,3,92.0,9000000.0,Quận 8,Căn hộ chung cư,97826.08695652174,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ studio full nội thất Quận 8,25 m,8500000,Quận 8,CanHoChungCu,1,25.0,8500000.0,Quận 8,Căn hộ chung cư,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,True,False,False,False
Căn hộ C5 Phạm Hùng Quận 8,20 m,4000000,Quận 8,CanHoChungCu,1,20.0,4000000.0,Quận 8,Căn hộ chung cư,200000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Căn hộ City Gate Võ Văn Kiệt 3PN,92 m,10000000,Quận 8,CanHoChungCu,3,92.0,10000000.0,Quận 8,Căn hộ chung cư,108695.65217391304,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ dịch vụ ban công Dương Bá Trạc Q8,30 m,8500000,Quận 8,CanHoChungCu,1,30.0,8500000.0,Quận 8,Căn hộ chung cư,283333.3333333333,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
Căn hộ mini Tám Danh P4 Q8,25 m,5000000,Quận 8,CanHoChungCu,1,25.0,5000000.0,Quận 8,Căn hộ chung cư,200000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
CHMN full nội thất Quận 8,25 m,3500000,Quận 8,CanHoChungCu,1,25.0,3500000.0,Quận 8,Căn hộ chung cư,140000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Căn hộ studio full nội thất cao cấp Quận 8,25 m,8500000,Quận 8,CanHoChungCu,1,25.0,8500000.0,Quận 8,Căn hộ chung cư,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,True,False,False,False
Căn hộ Tara Residence Quận 8,78 m,9000000,Quận 8,CanHoChungCu,2,78.0,9000000.0,Quận 8,Căn hộ chung cư,115384.61538461539,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ studio ban công Nguyễn Thị Tần Q8,30 m,5900000,Quận 8,CanHoChungCu,1,30.0,5900000.0,Quận 8,Căn hộ chung cư,196666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,True,False,False,False,False,False
CHDV cao cấp Âu Dương Lân Q8,25 m,6500000,Quận 8,CanHoChungCu,1,25.0,6500000.0,Quận 8,Căn hộ chung cư,260000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Căn hộ Green River Quận 8,68 m,7500000,Quận 8,CanHoChungCu,2,68.0,7500000.0,Quận 8,Căn hộ chung cư,110294.11764705883,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ 1PN ban công gần cầu Nguyễn Văn Cừ Q8,25 m,6500000,Quận 8,CanHoChungCu,1,25.0,6500000.0,Quận 8,Căn hộ chung cư,260000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,True,False,False,False,False,False
Căn hộ Felisa P9Q8,55 m,10500000,Quận 8,CanHoChungCu,2,55.0,10500000.0,Quận 8,Căn hộ chung cư,190909.0909090909,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ Tara Residence Tạ Quang Bửu Q8,80 m,11000000,Quận 8,CanHoChungCu,2,80.0,11000000.0,Quận 8,Căn hộ chung cư,137500.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ Thanh Nhựt P7Q8,72 m,6000000,Quận 8,CanHoChungCu,2,72.0,6000000.0,Quận 8,Căn hộ chung cư,83333.33333333333,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ The Origami Vinhomes Grand Park,49 m,7500000,Quận 9,CanHoChungCu,1,49.0,7500000.0,Quận 9,Căn hộ chung cư,153061.22448979592,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Phòng full nội thất Lê Văn Việt Quận 9,22 m,3800000,Quận 9,CanHoChungCu,1,22.0,3800000.0,Quận 9,Căn hộ chung cư,172727.27272727274,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Phòng master trong căn 2 phòng ngủ Quận 9,20 m,5800000,Quận 9,CanHoChungCu,1,20.0,5800000.0,Quận 9,Căn hộ chung cư,290000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Căn studio full nội thất có ban công Vinhomes Grand Park,39 m,6000000,Quận 9,CanHoChungCu,1,39.0,6000000.0,Quận 9,Căn hộ chung cư,153846.15384615384,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,True,False,True,False,False,False
Studio full nội thất Vinhomes Grand Park,34 m,6500000,Quận 9,CanHoChungCu,1,34.0,6500000.0,Quận 9,Căn hộ chung cư,191176.4705882353,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
Căn hộ Solari BS 1PN+,52 m,7500000,Quận 9,CanHoChungCu,1,52.0,7500000.0,Quận 9,Căn hộ chung cư,144230.76923076922,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ 1PN+ full nội thất Quận 9,47 m,7000000,Quận 9,CanHoChungCu,1,47.0,7000000.0,Quận 9,Căn hộ chung cư,148936.17021276595,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Phòng full nội thất gần UTC2 Quận 9,17 m,3400000,Quận 9,CanHoChungCu,1,17.0,3400000.0,Quận 9,Căn hộ chung cư,200000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,True,False,False,False
Căn hộ Masteri Centre Point,59 m,21000000,Quận 9,CanHoChungCu,2,59.0,21000000.0,Quận 9,Căn hộ chung cư,355932.2033898305,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ Masteri Centre Point,60 m,21000000,Quận 9,CanHoChungCu,1,60.0,21000000.0,Quận 9,Căn hộ chung cư,350000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ 1PN Masteri Centre Point,55 m,18000000,Quận 9,CanHoChungCu,1,55.0,18000000.0,Quận 9,Căn hộ chung cư,327272.7272727273,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ MT Eastmark City 2PN,73 m,7000000,Quận 9,CanHoChungCu,2,73.0,7000000.0,Quận 9,Căn hộ chung cư,95890.4109589041,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ MT Eastmark City 1PN 2PN 3PN,63 m,5200000,Quận 9,CanHoChungCu,1,63.0,5200000.0,Quận 9,Căn hộ chung cư,82539.68253968254,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ full nội thất view hồ bơi Quận 9,63 m,6500000,Quận 9,CanHoChungCu,1,63.0,6500000.0,Quận 9,Căn hộ chung cư,103174.60317460318,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,True,False,False,False
Căn hộ dịch vụ 50m2 view đẹp,50 m,4000000,Quận 9,CanHoChungCu,1,50.0,4000000.0,Quận 9,Căn hộ chung cư,80000.0,Thấp (<4 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Căn hộ 2PN2WC Vinhomes Grand Park,58.3 m,7000000,Quận 9,CanHoChungCu,2,58.3,7000000.0,Quận 9,Căn hộ chung cư,120068.61063464837,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ studio nhà trống Vinhomes Grand Park,29.9 m,4500000,Quận 9,CanHoChungCu,1,29.9,4500000.0,Quận 9,Căn hộ chung cư,150501.67224080267,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,False,False
Căn hộ studio Vinhomes Grand Park,29.9 m,4700000,Quận 9,CanHoChungCu,1,29.9,4700000.0,Quận 9,Căn hộ chung cư,157190.63545150502,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,False,False
Căn hộ Sài Gòn Gateway,66 m,12000000,Quận 9,CanHoChungCu,2,66.0,12000000.0,Quận 9,Căn hộ chung cư,181818.18181818182,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ officetel Vinhomes Grand Park,47 m,6000000,Quận 9,CanHoChungCu,1,47.0,6000000.0,Quận 9,Căn hộ chung cư,127659.5744680851,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Căn hộ mới xây Nguyễn Tri Phương Quận 10,20 m,5500000,Quận 10,CanHoChungCu,1,20.0,5500000.0,Quận 10,Căn hộ chung cư,275000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,True,False,False
Chung cư Bắc Hải Quận 10,70 m,9000000,Quận 10,CanHoChungCu,2,70.0,9000000.0,Quận 10,Căn hộ chung cư,128571.42857142857,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Tô Hiến Thành Quận 10,100 m,14000000,Quận 10,CanHoChungCu,3,100.0,14000000.0,Quận 10,Căn hộ chung cư,140000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Hòa Hảo P5 Quận 10,72 m,9000000,Quận 10,CanHoChungCu,2,72.0,9000000.0,Quận 10,Căn hộ chung cư,125000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Cao Thắng Quận 10,80 m,11000000,Quận 10,CanHoChungCu,2,80.0,11000000.0,Quận 10,Căn hộ chung cư,137500.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Studio full nội thất Tô Hiến Thành Quận 10,25 m,6300000,Quận 10,CanHoChungCu,1,25.0,6300000.0,Quận 10,Căn hộ chung cư,252000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,True,False,False,False
Căn hộ view bancol Trần Minh Quyền Quận 10,30 m,6000000,Quận 10,CanHoChungCu,1,30.0,6000000.0,Quận 10,Căn hộ chung cư,200000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
CHDV Thành Thái Quận 10,30 m,6500000,Quận 10,CanHoChungCu,1,30.0,6500000.0,Quận 10,Căn hộ chung cư,216666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Căn hộ cao cấp CMT8 gần CV Lê Thị Riêng,28 m,5500000,Quận 10,CanHoChungCu,1,28.0,5500000.0,Quận 10,Căn hộ chung cư,196428.57142857142,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Gác lửng full nội thất gần ĐH Bách Khoa Q10,25 m,4700000,Quận 10,CanHoChungCu,1,25.0,4700000.0,Quận 10,Căn hộ chung cư,188000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,True,True,False,False,False
Studio cửa sổ thoáng Quận 10,25 m,8500000,Quận 10,CanHoChungCu,1,25.0,8500000.0,Quận 10,Căn hộ chung cư,340000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),True,False,False,False,False,True,False
Studio full nội thất 525 Tô Hiến Thành,28 m,6300000,Quận 10,CanHoChungCu,1,28.0,6300000.0,Quận 10,Căn hộ chung cư,225000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,True,False,False,False
Căn hộ cao cấp CMT8 Quận 10,30 m,5500000,Quận 10,CanHoChungCu,1,30.0,5500000.0,Quận 10,Căn hộ chung cư,183333.33333333334,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Studio CMT8 Quận 10,35 m,6500000,Quận 10,CanHoChungCu,1,35.0,6500000.0,Quận 10,Căn hộ chung cư,185714.2857142857,Trung bình (4-8.5 triệu),Vừa (25-50m²),True,False,False,False,False,False,False
Căn hộ cao cấp CMT8 Quận 10,45 m,6500000,Quận 10,CanHoChungCu,1,45.0,6500000.0,Quận 10,Căn hộ chung cư,144444.44444444444,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Căn hộ mới full nội thất Lý Thái Tổ,45 m,5100000,Quận 10,CanHoChungCu,1,45.0,5100000.0,Quận 10,Căn hộ chung cư,113333.33333333333,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Căn hộ 2PN riêng biệt gần ĐH Bách Khoa Q10,45 m,8300000,Quận 10,CanHoChungCu,2,45.0,8300000.0,Quận 10,Căn hộ chung cư,184444.44444444444,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Căn hộ full nội thất vòng xoay Dân Chủ,27 m,8500000,Quận 10,CanHoChungCu,1,27.0,8500000.0,Quận 10,Căn hộ chung cư,314814.81481481483,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,True,False,False,False
Căn hộ Phú Thọ 3 phòng ngủ,90 m,14000000,Quận 11,CanHoChungCu,3,90.0,14000000.0,Quận 11,Căn hộ chung cư,155555.55555555556,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn góc Hoa Sen gần Đầm Sen,93 m,14500000,Quận 11,CanHoChungCu,3,93.0,14500000.0,Quận 11,Căn hộ chung cư,155913.97849462365,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư 312 Lạc Long Quân Quận 11,120 m,13500000,Quận 11,CanHoChungCu,3,120.0,13500000.0,Quận 11,Căn hộ chung cư,112500.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Hoa Sen Lạc Long Quân Quận 11,75 m,12000000,Quận 11,CanHoChungCu,2,75.0,12000000.0,Quận 11,Căn hộ chung cư,160000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Hoa Sen Lạc Long Quân Quận 11,75 m,11000000,Quận 11,CanHoChungCu,2,75.0,11000000.0,Quận 11,Căn hộ chung cư,146666.66666666666,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Hoa Sen Lạc Long Quân Quận 11,73 m,11000000,Quận 11,CanHoChungCu,2,73.0,11000000.0,Quận 11,Căn hộ chung cư,150684.9315068493,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Gác lửng full tiện nghi Cư xá Lữ Gia,20 m,5200000,Quận 11,CanHoChungCu,1,20.0,5200000.0,Quận 11,Căn hộ chung cư,260000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,True,False,False,False,False
CHDV full nội thất ban công lớn Quận 11,30 m,5000000,Quận 11,CanHoChungCu,1,30.0,5000000.0,Quận 11,Căn hộ chung cư,166666.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,True,False,True,False,False,False
Chung cư Ông Ích Khiêm Quận 11,75 m,9500000,Quận 11,CanHoChungCu,2,75.0,9500000.0,Quận 11,Căn hộ chung cư,126666.66666666667,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Phú Thọ Nguyễn Thị Nhỏ Quận 11,65 m,8500000,Quận 11,CanHoChungCu,2,65.0,8500000.0,Quận 11,Căn hộ chung cư,130769.23076923077,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư 319 Lý Thường Kiệt Quận 11,70 m,8500000,Quận 11,CanHoChungCu,2,70.0,8500000.0,Quận 11,Căn hộ chung cư,121428.57142857143,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư 312 Lạc Long Quân Quận 11,75 m,9000000,Quận 11,CanHoChungCu,2,75.0,9000000.0,Quận 11,Căn hộ chung cư,120000.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Tân Phước Lý Thường Kiệt Quận 11,75 m,13000000,Quận 11,CanHoChungCu,2,75.0,13000000.0,Quận 11,Căn hộ chung cư,173333.33333333334,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Hoa Sen gần Đầm Sen,77 m,11000000,Quận 11,CanHoChungCu,2,77.0,11000000.0,Quận 11,Căn hộ chung cư,142857.14285714287,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Hoa Sen Lạc Long Quân Quận 11,77 m,11000000,Quận 11,CanHoChungCu,2,77.0,11000000.0,Quận 11,Căn hộ chung cư,142857.14285714287,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Hoa Sen gần Đầm Sen,77 m,11500000,Quận 11,CanHoChungCu,2,77.0,11500000.0,Quận 11,Căn hộ chung cư,149350.64935064936,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ 25m2 Cư xá Lữ Gia Q11,25 m,5200000,Quận 11,CanHoChungCu,1,25.0,5200000.0,Quận 11,Căn hộ chung cư,208000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
CHDV Vtower Hồng Bàng Quận 11,30 m,8000000,Quận 11,CanHoChungCu,1,30.0,8000000.0,Quận 11,Căn hộ chung cư,266666.6666666667,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Duplex mới Ngã Tư Ga Quận 12,25 m,2900000,Quận 12,CanHoChungCu,1,25.0,2900000.0,Quận 12,Căn hộ chung cư,116000.0,Thấp (<4 triệu),Nhỏ (<25m²),False,False,False,False,False,False,False
Chung cư Thái An Nguyễn Văn Quá Q12,50 m,6000000,Quận 12,CanHoChungCu,1,50.0,6000000.0,Quận 12,Căn hộ chung cư,120000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Chung cư Thái An 4 Nguyễn Văn Quá Q12,50 m,6000000,Quận 12,CanHoChungCu,1,50.0,6000000.0,Quận 12,Căn hộ chung cư,120000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Căn hộ 1PN chung cư Thái An 2 Q12,48 m,6500000,Quận 12,CanHoChungCu,1,48.0,6500000.0,Quận 12,Căn hộ chung cư,135416.66666666666,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Chung cư Thái An 3 Nguyễn Văn Quá Q12,47 m,6000000,Quận 12,CanHoChungCu,1,47.0,6000000.0,Quận 12,Căn hộ chung cư,127659.5744680851,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Chung cư Kim Tâm Hải Trường Chinh Q12,77 m,9000000,Quận 12,CanHoChungCu,3,77.0,9000000.0,Quận 12,Căn hộ chung cư,116883.11688311688,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Thái An Nguyễn Văn Quá Q12,55 m,6000000,Quận 12,CanHoChungCu,1,55.0,6000000.0,Quận 12,Căn hộ chung cư,109090.90909090909,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Thái An 4 Nguyễn Văn Quá Q12,50 m,6500000,Quận 12,CanHoChungCu,1,50.0,6500000.0,Quận 12,Căn hộ chung cư,130000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Chung cư Thái An Nguyễn Văn Quá Q12,48 m,6000000,Quận 12,CanHoChungCu,1,48.0,6000000.0,Quận 12,Căn hộ chung cư,125000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Chung cư Topaz Home Phan Văn Hớn Q12,67 m,6700000,Quận 12,CanHoChungCu,2,67.0,6700000.0,Quận 12,Căn hộ chung cư,100000.0,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Thái An 2 Nguyễn Văn Quá Q12,50 m,6000000,Quận 12,CanHoChungCu,1,50.0,6000000.0,Quận 12,Căn hộ chung cư,120000.0,Trung bình (4-8.5 triệu),Vừa (25-50m²),False,False,False,False,False,False,False
Chung cư Thái An 1 Nguyễn Văn Quá Q12,120 m,13500000,Quận 12,CanHoChungCu,3,120.0,13500000.0,Quận 12,Căn hộ chung cư,112500.0,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Thái An 2 Nguyễn Văn Quá Q12,119 m,13000000,Quận 12,CanHoChungCu,3,119.0,13000000.0,Quận 12,Căn hộ chung cư,109243.6974789916,Cao (>8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Căn hộ Depot Metro Tham Lương,70 m,7500000,Quận 12,CanHoChungCu,2,70.0,7500000.0,Quận 12,Căn hộ chung cư,107142.85714285714,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư 8X Plus Trường Chinh Q12,75 m,8500000,Quận 12,CanHoChungCu,3,75.0,8500000.0,Quận 12,Căn hộ chung cư,113333.33333333333,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Chung cư Topaz Home Phan Văn Hớn Q12,65 m,6500000,Quận 12,CanHoChungCu,2,65.0,6500000.0,Quận 12,Căn hộ chung cư,100000.0,Trung bình (4-8.5 triệu),Lớn (>50m²),False,False,False,False,False,False,False
Khai truong toa nha fullNT moi 100% Nguyen Trai ngay sau toa Lancaster Legacy hem Oc Dao Quan 1,25 m,6700000,Quan 1,CanHoMini,1,25.0,6700000.0,Quận 1,Căn hộ mini,268000.0,Trung bình (4-8.5 triệu),Nhỏ (<25m²),False,False,False,False,True,False,False
Cho thue can ho mini balcony gia re ngay cho Ben Thanh - Bui Vien,36 m,8600000,Quan 1,CanHoMini,1,36.0,8600000.0,Quận 1,Căn hộ mini,238888.88888888888,Cao (>8.5 triệu),Vừa (25-50m²),False,True,False,False,False,False,False
